essay_id,essay,rater,score
414,"In the excerpt ""Narciso Rodriguez"" by Narciso Rodriguez, the mood created by Narciso was happiness. I know this because of the following three reasons. One way I know the mood was happiness is when the article said ""there was often someone staying with us temporarily until they were able to get back on there feet. My parent always kept their arms and their door open to the many people we considered family"" This showed how Narciso was happy that his parents were nice & very caring. Another way the mood was happiness is when the article said ""I learned the real definition of ""family"". & For this, I will never forget that house or its gracious neighborhood"" this shows how he was happy to find a better difiniton of family through his stay at the house ""the last way the mood was happiness is when the article said ""my mother & father had come to the contry with such courage, without any knowledge of the language or the culture, they came selflessly"" Narciso showed happiness because that his parents made it through They're big change in their lives. This showes how the mood being created was ""happiness His Parents are wonderful people.",11,4
415,"They were sad through some of this memoir. The first reason why they were sad was that they left there familys. They also had to leave the country of Cuba. And left their friends to. They were also happy too. The reason why is because it is a Spanish, Cuban, and @CAPS1 comunity. So they feel like they are at home.    They were made because they would half to start there life over. They would have to find new jobs and transportation.                                                                                                                                                                                                                                                 ",7,3
415,"They were sad through some of this memoir. The first reason why they were sad was that they left there familys. They also had to leave the country of Cuba. And left their friends to. They were also happy too. The reason why is because it is a Spanish, Cuban, and @CAPS1 comunity. So they feel like they are at home.    They were made because they would half to start there life over. They would have to find new jobs and transportation.                                                                                                                                                                                                                                                 ",12,3
416,"When you have a loving family and a beautiful home, you should be very grateful. Narciso Rodriguez was also very grateful. The overall mood of Narciso's story is gratefulness. Narciso Rodriguez was born in 1961 in Newark, New Jersey. His memoir explains how @CAPS1 is grateful for everything. ""I will always be grateful to my parents for their love and sacrifice."" @CAPS1 would always tell his parents about his admiration for their strength and perseverance. His family cared for everybody and ""Always kept their arms and their door open to the many people we considered family, knowing that they would do the same for us."" All and All the memoir's mood is gratefulness because Narciso was very grateful for everything.",2,5
416,"When you have a loving family and a beautiful home, you should be very grateful. Narciso Rodriguez was also very grateful. The overall mood of Narciso's story is gratefulness. Narciso Rodriguez was born in 1961 in Newark, New Jersey. His memoir explains how @CAPS1 is grateful for everything. ""I will always be grateful to my parents for their love and sacrifice."" @CAPS1 would always tell his parents about his admiration for their strength and perseverance. His family cared for everybody and ""Always kept their arms and their door open to the many people we considered family, knowing that they would do the same for us."" All and All the memoir's mood is gratefulness because Narciso was very grateful for everything.",16,4
416,"When you have a loving family and a beautiful home, you should be very grateful. Narciso Rodriguez was also very grateful. The overall mood of Narciso's story is gratefulness. Narciso Rodriguez was born in 1961 in Newark, New Jersey. His memoir explains how @CAPS1 is grateful for everything. ""I will always be grateful to my parents for their love and sacrifice."" @CAPS1 would always tell his parents about his admiration for their strength and perseverance. His family cared for everybody and ""Always kept their arms and their door open to the many people we considered family, knowing that they would do the same for us."" All and All the memoir's mood is gratefulness because Narciso was very grateful for everything.",17,5
417,"All these things that I listed all had something to do with creating the @CAPS1 in this  memoir. But the biggest feeling of all is love his parents went all the way from Cuba just to give @CAPS2 a better life, Even if it meant leaving their jobs, family, friends all behind just to give their son a better life. Also after they arrived they lived in a one room apartment for a year then moved to a new house and made it ""our traditional Cuban home"" so it would teach their son about the place where they came from and to make it feel natural for Narciso When he was born. Even after that they were still kind and had open arm for other immagrants. So I absolutly think that the @CAPS1 in this memoir is about an overwhelming feeling of love.",9,5
417,"All these things that I listed all had something to do with creating the @CAPS1 in this  memoir. But the biggest feeling of all is love his parents went all the way from Cuba just to give @CAPS2 a better life, Even if it meant leaving their jobs, family, friends all behind just to give their son a better life. Also after they arrived they lived in a one room apartment for a year then moved to a new house and made it ""our traditional Cuban home"" so it would teach their son about the place where they came from and to make it feel natural for Narciso When he was born. Even after that they were still kind and had open arm for other immagrants. So I absolutly think that the @CAPS1 in this memoir is about an overwhelming feeling of love.",10,4
417,"All these things that I listed all had something to do with creating the @CAPS1 in this  memoir. But the biggest feeling of all is love his parents went all the way from Cuba just to give @CAPS2 a better life, Even if it meant leaving their jobs, family, friends all behind just to give their son a better life. Also after they arrived they lived in a one room apartment for a year then moved to a new house and made it ""our traditional Cuban home"" so it would teach their son about the place where they came from and to make it feel natural for Narciso When he was born. Even after that they were still kind and had open arm for other immagrants. So I absolutly think that the @CAPS1 in this memoir is about an overwhelming feeling of love.",19,5
418,"Narciso Rodriguez describes his life in the hardships and selflessness of his humble and caring parents. The moods created by this author is happy and lighthearted, inspired by his love, and gratefullness. Narciso views his parents as saviors, who sacrificed everything to provide a better life to their children. He is eternally grateful for their courageus acts that brought him incredible oppurtunities in @LOCATION1. He looks back happily at the warm and comfortable atmosphire of his home. He is greatful for his Cuban heritage that his family instilled in him at a young age. The unity of his close knit community taught him honesty, and the importance of hardwork.Narciso exudes love and a sense of pride in his incredible and hospitable family through his writing. Setting a mood a gratefulness a true admiration for parents who taught him important life lessons he will never forget.",7,5
418,"Narciso Rodriguez describes his life in the hardships and selflessness of his humble and caring parents. The moods created by this author is happy and lighthearted, inspired by his love, and gratefullness. Narciso views his parents as saviors, who sacrificed everything to provide a better life to their children. He is eternally grateful for their courageus acts that brought him incredible oppurtunities in @LOCATION1. He looks back happily at the warm and comfortable atmosphire of his home. He is greatful for his Cuban heritage that his family instilled in him at a young age. The unity of his close knit community taught him honesty, and the importance of hardwork.Narciso exudes love and a sense of pride in his incredible and hospitable family through his writing. Setting a mood a gratefulness a true admiration for parents who taught him important life lessons he will never forget.",12,4
419,"The mood created by the author in this memoir would be grateful and happy. It really makes you wanna think about life and how good it is, thanks to parents and grandparent, even anchestors. It makes you want to love your parents even more seeing how they went through alot and probably gave up alot for you. Like leaving their homeland or giving up great things like @ORGANIZATION1 and Narciso Rodriguez Sr did for their family or son. They wanted a better life and education for their kids. They had to leave their homeland, where they were born and raised and give up some things to get better things. They had to give up their job and skill's they already knew how to do for better things. The good thing that happened or that they get is more freedom and better life and education, it's not easy leaving everything you love and where you are born but has to be done for better things and opportunities. Reading this memoir gives you or leaves you with a satisfying, grateful, happy and kinda sad mood.",9,5
419,"The mood created by the author in this memoir would be grateful and happy. It really makes you wanna think about life and how good it is, thanks to parents and grandparent, even anchestors. It makes you want to love your parents even more seeing how they went through alot and probably gave up alot for you. Like leaving their homeland or giving up great things like @ORGANIZATION1 and Narciso Rodriguez Sr did for their family or son. They wanted a better life and education for their kids. They had to leave their homeland, where they were born and raised and give up some things to get better things. They had to give up their job and skill's they already knew how to do for better things. The good thing that happened or that they get is more freedom and better life and education, it's not easy leaving everything you love and where you are born but has to be done for better things and opportunities. Reading this memoir gives you or leaves you with a satisfying, grateful, happy and kinda sad mood.",10,4
419,"The mood created by the author in this memoir would be grateful and happy. It really makes you wanna think about life and how good it is, thanks to parents and grandparent, even anchestors. It makes you want to love your parents even more seeing how they went through alot and probably gave up alot for you. Like leaving their homeland or giving up great things like @ORGANIZATION1 and Narciso Rodriguez Sr did for their family or son. They wanted a better life and education for their kids. They had to leave their homeland, where they were born and raised and give up some things to get better things. They had to give up their job and skill's they already knew how to do for better things. The good thing that happened or that they get is more freedom and better life and education, it's not easy leaving everything you love and where you are born but has to be done for better things and opportunities. Reading this memoir gives you or leaves you with a satisfying, grateful, happy and kinda sad mood.",13,4
419,"The mood created by the author in this memoir would be grateful and happy. It really makes you wanna think about life and how good it is, thanks to parents and grandparent, even anchestors. It makes you want to love your parents even more seeing how they went through alot and probably gave up alot for you. Like leaving their homeland or giving up great things like @ORGANIZATION1 and Narciso Rodriguez Sr did for their family or son. They wanted a better life and education for their kids. They had to leave their homeland, where they were born and raised and give up some things to get better things. They had to give up their job and skill's they already knew how to do for better things. The good thing that happened or that they get is more freedom and better life and education, it's not easy leaving everything you love and where you are born but has to be done for better things and opportunities. Reading this memoir gives you or leaves you with a satisfying, grateful, happy and kinda sad mood.",14,4
419,"The mood created by the author in this memoir would be grateful and happy. It really makes you wanna think about life and how good it is, thanks to parents and grandparent, even anchestors. It makes you want to love your parents even more seeing how they went through alot and probably gave up alot for you. Like leaving their homeland or giving up great things like @ORGANIZATION1 and Narciso Rodriguez Sr did for their family or son. They wanted a better life and education for their kids. They had to leave their homeland, where they were born and raised and give up some things to get better things. They had to give up their job and skill's they already knew how to do for better things. The good thing that happened or that they get is more freedom and better life and education, it's not easy leaving everything you love and where you are born but has to be done for better things and opportunities. Reading this memoir gives you or leaves you with a satisfying, grateful, happy and kinda sad mood.",19,5
420,The mood in this memior is happiness because she was so happy that his parents have moved to a bigger apartment then they previously had. She was happy that the landlords daughter was nice and always set the table for them. Sometimes his aunt and cousins would go over and eat at the table as well. He explained that the landlord's daughter was his first friend and she was also his babysitter. He also explained his friendship was happiness.,8,4
420,The mood in this memior is happiness because she was so happy that his parents have moved to a bigger apartment then they previously had. She was happy that the landlords daughter was nice and always set the table for them. Sometimes his aunt and cousins would go over and eat at the table as well. He explained that the landlord's daughter was his first friend and she was also his babysitter. He also explained his friendship was happiness.,12,2
421,The mood in the story is happy. Growing up the main character had a great sense of family. He states his realatives usually join them for diner. H loves his parents because they always had their arms open to any type of realative. Lastly the author was thankful because his parents gave up their lives in cuba to make his better,1,3
421,The mood in the story is happy. Growing up the main character had a great sense of family. He states his realatives usually join them for diner. H loves his parents because they always had their arms open to any type of realative. Lastly the author was thankful because his parents gave up their lives in cuba to make his better,7,2
422,"The mood in This memoir is @CAPS1. Narciso Rodriguez is from a Cuban born and raised childhood he values everything they ever did for him.As stated in @CAPS2 @NUM1 of this passage he ""is eternally @CAPS3 for all that his family done wheather it was The @CAPS4 Cuban food they cooked him or weather it was the Cuban music They made him listen to. Growing up in a multiracial community made him accustomed to being a non segregated individual. The mood he sets when narrating this is @CAPS1 because, not once did he ever take life for granted.""I will always be greatfull for what my parents showed within love and sacrifice, @CAPS6 ofen told them for what they have done was more couragoas Than i could have ever reached"".",10,3
422,"The mood in This memoir is @CAPS1. Narciso Rodriguez is from a Cuban born and raised childhood he values everything they ever did for him.As stated in @CAPS2 @NUM1 of this passage he ""is eternally @CAPS3 for all that his family done wheather it was The @CAPS4 Cuban food they cooked him or weather it was the Cuban music They made him listen to. Growing up in a multiracial community made him accustomed to being a non segregated individual. The mood he sets when narrating this is @CAPS1 because, not once did he ever take life for granted.""I will always be greatfull for what my parents showed within love and sacrifice, @CAPS6 ofen told them for what they have done was more couragoas Than i could have ever reached"".",12,4
422,"The mood in This memoir is @CAPS1. Narciso Rodriguez is from a Cuban born and raised childhood he values everything they ever did for him.As stated in @CAPS2 @NUM1 of this passage he ""is eternally @CAPS3 for all that his family done wheather it was The @CAPS4 Cuban food they cooked him or weather it was the Cuban music They made him listen to. Growing up in a multiracial community made him accustomed to being a non segregated individual. The mood he sets when narrating this is @CAPS1 because, not once did he ever take life for granted.""I will always be greatfull for what my parents showed within love and sacrifice, @CAPS6 ofen told them for what they have done was more couragoas Than i could have ever reached"".",16,5
422,"The mood in This memoir is @CAPS1. Narciso Rodriguez is from a Cuban born and raised childhood he values everything they ever did for him.As stated in @CAPS2 @NUM1 of this passage he ""is eternally @CAPS3 for all that his family done wheather it was The @CAPS4 Cuban food they cooked him or weather it was the Cuban music They made him listen to. Growing up in a multiracial community made him accustomed to being a non segregated individual. The mood he sets when narrating this is @CAPS1 because, not once did he ever take life for granted.""I will always be greatfull for what my parents showed within love and sacrifice, @CAPS6 ofen told them for what they have done was more couragoas Than i could have ever reached"".",19,5
423,"the mood created by the author in the memoir is how he was living with his family in the house.     the specific revelant in the story is said ""the innocence of childhood the congregation of family and friend and endless celebration,"". and what he want to show how he was living with many people and he is a immigrate",3,2
423,"the mood created by the author in the memoir is how he was living with his family in the house.     the specific revelant in the story is said ""the innocence of childhood the congregation of family and friend and endless celebration,"". and what he want to show how he was living with many people and he is a immigrate",4,3
423,"the mood created by the author in the memoir is how he was living with his family in the house.     the specific revelant in the story is said ""the innocence of childhood the congregation of family and friend and endless celebration,"". and what he want to show how he was living with many people and he is a immigrate",5,4
423,"the mood created by the author in the memoir is how he was living with his family in the house.     the specific revelant in the story is said ""the innocence of childhood the congregation of family and friend and endless celebration,"". and what he want to show how he was living with many people and he is a immigrate",18,2
424,"The mood created in the memoir is thoughtful and caring. ""I've often told them that what they did was a much more courageous thing that I could have ever done. Narciso is very thankful and feels very much beloved in his family. In the mood in this memoir is not just thoughtful or kind or caring, it's the feeling loved and loving that feeling. ""It was here where I learned the real definition of family.""",1,4
424,"The mood created in the memoir is thoughtful and caring. ""I've often told them that what they did was a much more courageous thing that I could have ever done. Narciso is very thankful and feels very much beloved in his family. In the mood in this memoir is not just thoughtful or kind or caring, it's the feeling loved and loving that feeling. ""It was here where I learned the real definition of family.""",6,3
424,"The mood created in the memoir is thoughtful and caring. ""I've often told them that what they did was a much more courageous thing that I could have ever done. Narciso is very thankful and feels very much beloved in his family. In the mood in this memoir is not just thoughtful or kind or caring, it's the feeling loved and loving that feeling. ""It was here where I learned the real definition of family.""",7,4
425,"I think that the mood created by the speaker is gratitude. I think this @CAPS1 his parents ""unwittingly passed on to me their rich culinary skills and a love of cooking that is still with me today (and for which I am eternally grateful.)"" This shows that he appreciates his parents passing on their cooking skills. Another example when Narciso is thankful ""I will always be grateful to my parents for their love and sacrifice."" @CAPS1 they gave up their jobs of working in a laboratory and chemical engineering to make his life better. This shows that the speaker was creating a tone of gratefulness",13,4
425,"I think that the mood created by the speaker is gratitude. I think this @CAPS1 his parents ""unwittingly passed on to me their rich culinary skills and a love of cooking that is still with me today (and for which I am eternally grateful.)"" This shows that he appreciates his parents passing on their cooking skills. Another example when Narciso is thankful ""I will always be grateful to my parents for their love and sacrifice."" @CAPS1 they gave up their jobs of working in a laboratory and chemical engineering to make his life better. This shows that the speaker was creating a tone of gratefulness",14,4
425,"I think that the mood created by the speaker is gratitude. I think this @CAPS1 his parents ""unwittingly passed on to me their rich culinary skills and a love of cooking that is still with me today (and for which I am eternally grateful.)"" This shows that he appreciates his parents passing on their cooking skills. Another example when Narciso is thankful ""I will always be grateful to my parents for their love and sacrifice."" @CAPS1 they gave up their jobs of working in a laboratory and chemical engineering to make his life better. This shows that the speaker was creating a tone of gratefulness",15,5
426,"In the article Narciso Rodriguez the tone is loving, peaceful and happy. In this memoir it talks about family and friend coming together as one. In the article the best example of happiness and peace is the last sentence, ""I will never forget how my parents turned this simple house into a home."" This shows joy because they are all together. Another example is in paragraph seven where he says I learned the real definition of family."" This is loving because it shows he is happy and he enjoys being with friends and family. Another reason why the tone is grateful is because he says ""... there is no way I can express my gratitude..."" this is happy because he is thankful for what everyone does in conclusion the tone is happy, loving and grateful",8,5
426,"In the article Narciso Rodriguez the tone is loving, peaceful and happy. In this memoir it talks about family and friend coming together as one. In the article the best example of happiness and peace is the last sentence, ""I will never forget how my parents turned this simple house into a home."" This shows joy because they are all together. Another example is in paragraph seven where he says I learned the real definition of family."" This is loving because it shows he is happy and he enjoys being with friends and family. Another reason why the tone is grateful is because he says ""... there is no way I can express my gratitude..."" this is happy because he is thankful for what everyone does in conclusion the tone is happy, loving and grateful",9,5
427,"Memoirs have a certain mood that the author usually works around with. In the memoir Narciso Rodriguez, the author explains his family in a very @CAPS1 way. The author talks about his love of cooking, how his parents want to give their children a better life by moving to @LOCATION1 leaving loved ones behind, and the author @CAPS1 his house.The kitchen was the very heart of the home to the author. His parents was very skilled in cooking, which passed onto their children. The author says on paragraph @NUM1, ""c A love of cooking that is still with me today (and for which I am eternally grateful)."" This shows the author's love for culinary skills. Next, is how the author's parents love their children. They didn't know anything about @LOCATION1, but moved there just to give a better life for their children. The parents had to leave their loved families, friends, and country. For example, on paragraph @NUM2, it explains what the parents had to. ""They came selflessly, as many immigrants do, to give their children a better life, even though it meant leaving behind their families, friends, and careers in the country they loved."" This quote shows the parents realy loved their children wanted them to be happy. Finnaly, the last sentence of the memoir, ""I will never forget how my parents turned this simple house into a home."" states how the narator feels love for his parents and his home. This all shows that the narrator is happy with his family in pleased of where he lives. In the memoir Narciso Rodriguez, the mood is @CAPS1 . The author shows this by @CAPS1 the culinary art his parents, and his home.  He is grateful for what he has, and has love for his family and home.",11,5
427,"Memoirs have a certain mood that the author usually works around with. In the memoir Narciso Rodriguez, the author explains his family in a very @CAPS1 way. The author talks about his love of cooking, how his parents want to give their children a better life by moving to @LOCATION1 leaving loved ones behind, and the author @CAPS1 his house.The kitchen was the very heart of the home to the author. His parents was very skilled in cooking, which passed onto their children. The author says on paragraph @NUM1, ""c A love of cooking that is still with me today (and for which I am eternally grateful)."" This shows the author's love for culinary skills. Next, is how the author's parents love their children. They didn't know anything about @LOCATION1, but moved there just to give a better life for their children. The parents had to leave their loved families, friends, and country. For example, on paragraph @NUM2, it explains what the parents had to. ""They came selflessly, as many immigrants do, to give their children a better life, even though it meant leaving behind their families, friends, and careers in the country they loved."" This quote shows the parents realy loved their children wanted them to be happy. Finnaly, the last sentence of the memoir, ""I will never forget how my parents turned this simple house into a home."" states how the narator feels love for his parents and his home. This all shows that the narrator is happy with his family in pleased of where he lives. In the memoir Narciso Rodriguez, the mood is @CAPS1 . The author shows this by @CAPS1 the culinary art his parents, and his home.  He is grateful for what he has, and has love for his family and home.",16,5
427,"Memoirs have a certain mood that the author usually works around with. In the memoir Narciso Rodriguez, the author explains his family in a very @CAPS1 way. The author talks about his love of cooking, how his parents want to give their children a better life by moving to @LOCATION1 leaving loved ones behind, and the author @CAPS1 his house.The kitchen was the very heart of the home to the author. His parents was very skilled in cooking, which passed onto their children. The author says on paragraph @NUM1, ""c A love of cooking that is still with me today (and for which I am eternally grateful)."" This shows the author's love for culinary skills. Next, is how the author's parents love their children. They didn't know anything about @LOCATION1, but moved there just to give a better life for their children. The parents had to leave their loved families, friends, and country. For example, on paragraph @NUM2, it explains what the parents had to. ""They came selflessly, as many immigrants do, to give their children a better life, even though it meant leaving behind their families, friends, and careers in the country they loved."" This quote shows the parents realy loved their children wanted them to be happy. Finnaly, the last sentence of the memoir, ""I will never forget how my parents turned this simple house into a home."" states how the narator feels love for his parents and his home. This all shows that the narrator is happy with his family in pleased of where he lives. In the memoir Narciso Rodriguez, the mood is @CAPS1 . The author shows this by @CAPS1 the culinary art his parents, and his home.  He is grateful for what he has, and has love for his family and home.",19,5
428,"The mood of the memoir I believe to be grateful or enspioring. Narciso's parents are imigrants from Cuba who live in a rasict community and are working to be able to support there kids. They are great parents to Narciso and provide him with basic nacessidies. They feed him, and buy him clothes. Narciso is very kind and thankful for the trouble his mother and father go through and he is also very considerate to try to help them when they need it. The mood is grateful because that is how Narciso feels toworrds his parents.",3,5
428,"The mood of the memoir I believe to be grateful or enspioring. Narciso's parents are imigrants from Cuba who live in a rasict community and are working to be able to support there kids. They are great parents to Narciso and provide him with basic nacessidies. They feed him, and buy him clothes. Narciso is very kind and thankful for the trouble his mother and father go through and he is also very considerate to try to help them when they need it. The mood is grateful because that is how Narciso feels toworrds his parents.",4,5
428,"The mood of the memoir I believe to be grateful or enspioring. Narciso's parents are imigrants from Cuba who live in a rasict community and are working to be able to support there kids. They are great parents to Narciso and provide him with basic nacessidies. They feed him, and buy him clothes. Narciso is very kind and thankful for the trouble his mother and father go through and he is also very considerate to try to help them when they need it. The mood is grateful because that is how Narciso feels toworrds his parents.",5,4
428,"The mood of the memoir I believe to be grateful or enspioring. Narciso's parents are imigrants from Cuba who live in a rasict community and are working to be able to support there kids. They are great parents to Narciso and provide him with basic nacessidies. They feed him, and buy him clothes. Narciso is very kind and thankful for the trouble his mother and father go through and he is also very considerate to try to help them when they need it. The mood is grateful because that is how Narciso feels toworrds his parents.",17,4
429,The author created many different moods in this memoir. An obvious one is Love. As a child @CAPS1 really appreciated that her parent gat anew home and moved to @LOCATION1 to raise their child. @CAPS1 loved her cuban background and environ ment that @CAPS1 grew up in.,8,2
429,The author created many different moods in this memoir. An obvious one is Love. As a child @CAPS1 really appreciated that her parent gat anew home and moved to @LOCATION1 to raise their child. @CAPS1 loved her cuban background and environ ment that @CAPS1 grew up in.,9,2
430,"The mood that the author had setted in the memoir it went from a calm then to an emotional mood telling about how hard his childhood was and how his family was struggleing with there jobs, and the have their financial problems.",13,2
430,"The mood that the author had setted in the memoir it went from a calm then to an emotional mood telling about how hard his childhood was and how his family was struggleing with there jobs, and the have their financial problems.",14,2
430,"The mood that the author had setted in the memoir it went from a calm then to an emotional mood telling about how hard his childhood was and how his family was struggleing with there jobs, and the have their financial problems.",15,3
431,"The author's mood in this memoir is gratefulness, happiness, and gratitude. In paragraph @NUM1, the author shows happiness, ""Here, the innocence of childhood, the congregation of family and friends, and endless celebrations... formed the backdrop to life in our warm home."" As you can see the author was very happy to move to @LOCATION1 to start a new, fulfilled life. In paragraph @NUM2, the author shows gratitude towards his willing parents. ""They came selflessly as many immigrants do, to give their children a better life..."" here the author shows that he's extremely grateful for what his parents did to help him make  a new life. Lastly, in paragraph @NUM3, the author tells direct explanation to why he's grateful. ""I will always be grateful to my parents for their love and sacrifice."" @CAPS1, the author in this memoir shows an extreme amount of gratitude, happiness, and gratefulness, to his sacrificing parents",10,5
431,"The author's mood in this memoir is gratefulness, happiness, and gratitude. In paragraph @NUM1, the author shows happiness, ""Here, the innocence of childhood, the congregation of family and friends, and endless celebrations... formed the backdrop to life in our warm home."" As you can see the author was very happy to move to @LOCATION1 to start a new, fulfilled life. In paragraph @NUM2, the author shows gratitude towards his willing parents. ""They came selflessly as many immigrants do, to give their children a better life..."" here the author shows that he's extremely grateful for what his parents did to help him make  a new life. Lastly, in paragraph @NUM3, the author tells direct explanation to why he's grateful. ""I will always be grateful to my parents for their love and sacrifice."" @CAPS1, the author in this memoir shows an extreme amount of gratitude, happiness, and gratefulness, to his sacrificing parents",16,5
431,"The author's mood in this memoir is gratefulness, happiness, and gratitude. In paragraph @NUM1, the author shows happiness, ""Here, the innocence of childhood, the congregation of family and friends, and endless celebrations... formed the backdrop to life in our warm home."" As you can see the author was very happy to move to @LOCATION1 to start a new, fulfilled life. In paragraph @NUM2, the author shows gratitude towards his willing parents. ""They came selflessly as many immigrants do, to give their children a better life..."" here the author shows that he's extremely grateful for what his parents did to help him make  a new life. Lastly, in paragraph @NUM3, the author tells direct explanation to why he's grateful. ""I will always be grateful to my parents for their love and sacrifice."" @CAPS1, the author in this memoir shows an extreme amount of gratitude, happiness, and gratefulness, to his sacrificing parents",19,5
432,The mood shows that Narciso loves his family very much.,3,2
432,The mood shows that Narciso loves his family very much.,4,3
432,The mood shows that Narciso loves his family very much.,11,2
432,The mood shows that Narciso loves his family very much.,17,3
433,"The mood in ""Home: The Blueprints of Our Lives"", by Narciso Rodriguez, is warming and caring. From this memoir you can tell there was a lot of love, understanding, patience, and gratitude in this family. He was greatly affected by his parents selflessness and I'm sure he will be as loving and wonderful to his own family because of what they taught him.",6,3
433,"The mood in ""Home: The Blueprints of Our Lives"", by Narciso Rodriguez, is warming and caring. From this memoir you can tell there was a lot of love, understanding, patience, and gratitude in this family. He was greatly affected by his parents selflessness and I'm sure he will be as loving and wonderful to his own family because of what they taught him.",15,3
434,the mood created by the @CAPS1 is a serious mood. The mood is serious because he is explaining his childhood and his home. he explains how his parents raised him. He also explained how his parents left. That was the mood of the @CAPS1.,2,3
434,the mood created by the @CAPS1 is a serious mood. The mood is serious because he is explaining his childhood and his home. he explains how his parents raised him. He also explained how his parents left. That was the mood of the @CAPS1.,8,2
435,"The mood created by the author in the memoir is happy because he was always gratefull for everything his parents had done for him (Narciso Rodriguez). My opinion-I think that Narciso Rodriguez had told us students and adults a little bit of his life because he might want people to understand what he had went through in his life, and see how he got this way and how he got to Where he is today or now.",3,4
435,"The mood created by the author in the memoir is happy because he was always gratefull for everything his parents had done for him (Narciso Rodriguez). My opinion-I think that Narciso Rodriguez had told us students and adults a little bit of his life because he might want people to understand what he had went through in his life, and see how he got this way and how he got to Where he is today or now.",4,5
435,"The mood created by the author in the memoir is happy because he was always gratefull for everything his parents had done for him (Narciso Rodriguez). My opinion-I think that Narciso Rodriguez had told us students and adults a little bit of his life because he might want people to understand what he had went through in his life, and see how he got this way and how he got to Where he is today or now.",7,3
435,"The mood created by the author in the memoir is happy because he was always gratefull for everything his parents had done for him (Narciso Rodriguez). My opinion-I think that Narciso Rodriguez had told us students and adults a little bit of his life because he might want people to understand what he had went through in his life, and see how he got this way and how he got to Where he is today or now.",16,3
436,"Home is where the heart is, and nothing says that more than in the memoir Home: The Blueprints of My life. In the memoir, it talks about family and that where ever your heart is, is where your home is. The memior and gives a tingling and loving mood. It makes us feel happy and feel loving, especially in a few sections.First, when the author talked about what his familly did at home, it made theworld slow down and think about the family. Narcisoc (the author and narrator) said in paragraph two, ""endless celebrations and that encompassed both, formed the back drop to our life in our warm home"". This made a picture of a happy and laughing family like in the movies about the holidays.Second, Narciso said how united they all were. This painted a mood of unity and care. In paragraph four @PERSON1 recalled, ""My parents always kept thier arms and thier door open to the many people we considered family, knowing that they would do the same for us"". The makes the reader think of friendship and hope in trouble times.The mood that came was loving and that tingling feeling of hope. Most people can't find that feeling anymore, especially in these tough times. What most people do know is that and home is not a building, it's a santurary.",5,5
436,"Home is where the heart is, and nothing says that more than in the memoir Home: The Blueprints of My life. In the memoir, it talks about family and that where ever your heart is, is where your home is. The memior and gives a tingling and loving mood. It makes us feel happy and feel loving, especially in a few sections.First, when the author talked about what his familly did at home, it made theworld slow down and think about the family. Narcisoc (the author and narrator) said in paragraph two, ""endless celebrations and that encompassed both, formed the back drop to our life in our warm home"". This made a picture of a happy and laughing family like in the movies about the holidays.Second, Narciso said how united they all were. This painted a mood of unity and care. In paragraph four @PERSON1 recalled, ""My parents always kept thier arms and thier door open to the many people we considered family, knowing that they would do the same for us"". The makes the reader think of friendship and hope in trouble times.The mood that came was loving and that tingling feeling of hope. Most people can't find that feeling anymore, especially in these tough times. What most people do know is that and home is not a building, it's a santurary.",11,5
436,"Home is where the heart is, and nothing says that more than in the memoir Home: The Blueprints of My life. In the memoir, it talks about family and that where ever your heart is, is where your home is. The memior and gives a tingling and loving mood. It makes us feel happy and feel loving, especially in a few sections.First, when the author talked about what his familly did at home, it made theworld slow down and think about the family. Narcisoc (the author and narrator) said in paragraph two, ""endless celebrations and that encompassed both, formed the back drop to our life in our warm home"". This made a picture of a happy and laughing family like in the movies about the holidays.Second, Narciso said how united they all were. This painted a mood of unity and care. In paragraph four @PERSON1 recalled, ""My parents always kept thier arms and thier door open to the many people we considered family, knowing that they would do the same for us"". The makes the reader think of friendship and hope in trouble times.The mood that came was loving and that tingling feeling of hope. Most people can't find that feeling anymore, especially in these tough times. What most people do know is that and home is not a building, it's a santurary.",17,5
437,The mood of the author i think is caring; but then I also think it's calm. I think it is caring because of the way he talks about the neighbor-hood. I also think it's caring because he understood what was going on. But I think it is calm because the way the way that he speaks it's in a calm tone.,6,2
437,The mood of the author i think is caring; but then I also think it's calm. I think it is caring because of the way he talks about the neighbor-hood. I also think it's caring because he understood what was going on. But I think it is calm because the way the way that he speaks it's in a calm tone.,15,2
438,"The author creates a peaceful mood in the memoir. Its peaceful because you can just picture the admiration in his voice when he talks about his family. One reason he loves his family is because, ""my parents always kept their arms and their door open to the many people we considered family, knowing they would do the same."" This means that their family always watched out for one another and protected everyone when they needed help. Another reason he loves his family, his parents specifically, is because they did so much for the author. ""They came selflessly to give their children a better life, even though it meant leaving behind their families, friends, and careers in the country they love."" This means that even though everything they have known is in Cuba, they wanted their children to have better lives and chances to be happy, so they left everything and moved on. These are some examples as to why the author has set a peaceful mood in the memoir.",2,5
438,"The author creates a peaceful mood in the memoir. Its peaceful because you can just picture the admiration in his voice when he talks about his family. One reason he loves his family is because, ""my parents always kept their arms and their door open to the many people we considered family, knowing they would do the same."" This means that their family always watched out for one another and protected everyone when they needed help. Another reason he loves his family, his parents specifically, is because they did so much for the author. ""They came selflessly to give their children a better life, even though it meant leaving behind their families, friends, and careers in the country they love."" This means that even though everything they have known is in Cuba, they wanted their children to have better lives and chances to be happy, so they left everything and moved on. These are some examples as to why the author has set a peaceful mood in the memoir.",13,5
